"student_id","school_id","class_id","region","school_type","class_size","school_resources","class_climate_mean","age","grade","gender","ses","parent_edu","books_home","language_home","migration_background","special_education_support","gpa_t1","gpa_t2","gpa_t3","math_grade_t1","language_grade_t1","absences_t1","absences_t2","absences_t3","study_hours","screen_time","homework_completion","teacher_rating_effort","se1_t1","se2_t1","se3_t1","se4_t1","se5_t1","se1_t2","se2_t2","se3_t2","se4_t2","se5_t2","se1_t3","se2_t3","se3_t3","se4_t3","se5_t3","anx1_t1","anx2_t1","anx3_t1","anx4_t1","anx5_t1","anx6_t1","anx1_t2","anx2_t2","anx3_t2","anx4_t2","anx5_t2","anx6_t2","anx1_t3","anx2_t3","anx3_t3","anx4_t3","anx5_t3","anx6_t3","bel1_t1","bel2_t1","bel3_t1","bel4_t1","bel5_t1","bel1_t2","bel2_t2","bel3_t2","bel4_t2","bel5_t2","bel1_t3","bel2_t3","bel3_t3","bel4_t3","bel5_t3","mast1_t1","mast2_t1","mast3_t1","mast4_t1","mast5_t1","ts1_t1","ts2_t1","ts3_t1","ts4_t1","ts5_t1","abil1","abil2","abil3","abil4","abil5","abil6","abil7","abil8","abil9","abil10","abil11","abil12","att_acc","att_rt_inv","att_inhibit","att_switch","missing_any_t1","missing_any_t2","missing_any_t3","dropout_t2","dropout_t3","planned_missing_form"
899,"S11","C044","North","technical",25,1.328,0.675,15.8,10,"girl",-0.303,2,3,"majority_language",0,0,7.7,7.6,8,7,7.1,1,2,0,6.7,2.5,3,53.1,4,3,4,5,4,4,5,5,4,5,2,3,,3,4,2,2,1,,2,2,2,2,1,2,1,1,2,1,2,3,2,2,4,3,5,4,3,5,,5,5,5,5,5,4,5,5,5,5,2,3,3,5,5,4,,5,1,1,1,1,1,1,1,1,1,1,0,1,0.942,1.43,67.3,63.8,1,1,1,0,0,"A"
900,"S11","C044","North","technical",25,1.328,0.675,15.7,10,"girl",0.881,4,3,"majority_language",0,0,6.9,7.8,8.1,7.1,6.8,1,4,3,9.4,3,4,49,3,3,4,4,5,5,5,4,5,3,5,4,5,4,4,3,5,3,4,4,3,2,2,1,4,2,2,2,3,1,1,2,1,,5,3,5,3,3,5,3,5,4,3,4,2,2,2,4,3,3,3,4,4,1,2,3,3,1,1,1,1,0,1,1,0,0,0,1,0,0.752,0.062,48.3,35.8,1,0,0,0,0,"A"
901,"S11","C044","North","technical",25,1.328,0.675,15.4,10,"girl",1.099,4,2,"majority_language",0,0,8.5,8.5,8.2,7.2,8.6,4,0,5,8.8,1.7,5,60,5,5,5,5,5,3,3,4,,,4,3,4,5,5,1,1,1,2,1,3,1,1,1,2,1,2,1,1,1,,,,4,4,4,4,3,4,3,4,1,4,3,5,4,4,2,4,4,4,5,5,3,5,3,4,4,1,1,1,1,1,1,1,1,0,0,1,1,0.835,0.742,45.4,44.8,0,1,1,0,0,"C"
902,"S11","C044","North","technical",25,1.328,0.675,15.9,10,"girl",-0.013,5,3,"majority_language",0,0,6.8,7.7,7.6,7.1,7.3,0,1,0,4.9,4.6,1,46.5,3,5,5,5,5,3,4,3,,,3,5,2,4,5,2,2,1,,2,2,3,1,1,2,1,1,1,2,2,,,,4,,4,4,2,5,5,5,4,5,5,5,4,2,5,2,3,,4,2,5,3,4,5,5,1,1,1,1,1,1,1,1,1,0,1,1,,,,,1,1,1,0,0,"C"
903,"S11","C044","North","technical",25,1.328,0.675,14.9,10,"boy",2.809,5,5,"majority_language",0,0,9.4,8.9,8.3,9.1,8.2,0,0,2,11.1,1.8,5,63.9,4,3,4,4,,5,4,5,,,5,5,5,4,4,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,,,,5,4,5,5,5,2,1,4,2,3,4,3,4,4,4,5,4,5,4,5,3,3,4,4,3,1,1,1,1,1,1,,1,1,1,1,1,0.929,0.914,67.9,72.9,1,1,1,0,0,"C"
904,"S11","C044","North","technical",25,1.328,0.675,14.8,10,"boy",0.68,5,5,"majority_language",1,0,8.2,7.5,8,7.4,6.8,1,1,3,4.4,1.6,5,50.6,3,3,4,4,4,5,4,4,,,3,4,3,3,3,2,1,1,2,2,1,1,2,1,1,1,1,2,3,3,,,,4,4,4,4,5,4,2,5,3,4,4,4,5,3,5,4,3,3,4,4,5,4,4,4,4,1,1,1,1,1,1,1,1,0,0,1,0,,,,,1,1,1,0,0,"C"
905,"S11","C044","North","technical",25,1.328,0.675,15.8,10,"girl",1.531,5,5,"majority_language",0,0,7.9,7.6,6.7,7.3,7.3,3,0,2,4.8,3.5,5,52.8,4,5,5,5,5,4,4,5,2,4,4,5,4,5,3,2,,1,2,2,3,1,1,2,,,,3,3,4,1,2,1,3,4,5,3,3,4,4,4,2,4,3,5,1,,,4,5,,4,4,3,4,2,2,4,1,1,1,1,,1,1,1,1,1,1,0,0.864,1.083,65.1,65.3,1,1,1,0,0,"B"
906,"S11","C044","North","technical",25,1.328,0.675,15.1,10,"girl",0.66,3,1,"other_language",0,0,8.7,7.5,8.5,8,8,0,1,0,10,0.9,4,57.2,4,4,5,5,5,4,5,4,,,5,2,4,4,4,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,,,,5,5,4,5,4,3,,5,4,4,5,5,4,4,4,4,4,4,4,3,4,4,5,3,5,1,1,1,1,1,1,0,1,1,0,0,1,0.807,0.675,44.8,64.2,0,1,1,0,0,"C"
907,"S11","C044","North","technical",25,1.328,0.675,15.4,10,"another_or_no_answer",0.246,2,3,"majority_language",1,0,8.6,8.5,8.8,9.1,7.2,6,3,0,3.9,2,3,52.6,5,5,5,4,4,4,3,5,,,4,4,4,5,5,3,2,1,2,2,1,3,1,2,1,1,3,2,2,1,,,,2,4,3,2,2,3,3,5,2,3,5,3,3,2,2,4,4,4,,3,3,,3,4,3,1,1,1,1,1,0,1,1,1,0,0,,0.697,-0.422,58.6,47.9,1,1,1,0,0,"C"
908,"S11","C044","North","technical",25,1.328,0.675,15,10,"boy",0.367,4,5,"majority_language",0,0,7.1,,,7.6,9,0,,,7.9,1.8,2,56.4,4,,2,4,2,,,,,,,,,,,3,1,1,2,4,3,,,,,,,,,,,,,4,4,3,5,5,,,,,,,,,,,3,4,5,4,5,4,3,3,5,4,1,1,0,1,1,1,0,0,0,0,1,0,,,,,1,1,1,1,1,"B"
909,"S11","C044","North","technical",25,1.328,0.675,15.3,10,"boy",0.127,4,4,"majority_language",0,0,6.9,6.7,6.5,6.5,6.4,1,7,7,9.6,3.5,2,51.1,3,4,3,4,3,4,5,5,4,5,,5,5,3,5,4,2,2,4,4,4,,3,3,5,1,4,1,1,2,2,1,2,4,5,5,5,5,,4,5,4,3,4,5,4,4,3,3,3,3,,3,4,5,4,5,,1,1,0,1,0,0,0,0,1,0,0,0,0.492,0.383,52.6,45.3,1,1,1,0,0,"A"
910,"S11","C044","North","technical",25,1.328,0.675,15.3,10,"girl",2.364,5,5,"majority_language",0,0,9.3,8.4,9.5,8.2,8,1,2,0,9.9,1.7,5,70.3,5,5,5,5,5,5,5,5,,,5,5,5,5,4,1,2,2,1,1,2,1,1,2,1,1,2,1,2,1,,,,1,3,2,1,2,1,3,3,4,1,4,5,3,3,4,5,5,5,5,3,4,4,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0.974,1.697,64.2,69,0,1,1,0,0,"C"
911,"S11","C044","North","technical",25,1.328,0.675,15.1,10,"boy",0.923,4,5,"other_language",0,0,7.8,7.6,7.5,7.9,6.9,1,1,2,7,1.8,5,54.2,3,5,2,2,3,4,4,5,3,4,4,5,5,5,3,1,2,3,4,2,1,2,3,3,2,2,3,1,2,3,2,1,1,5,3,3,4,5,4,5,4,4,5,5,4,4,4,4,5,3,4,5,4,5,5,3,5,5,1,1,1,1,1,1,1,0,1,1,0,0,0.966,2.131,62.8,70.7,0,0,0,0,0,"A"
912,"S11","C044","North","technical",25,1.328,0.675,15.5,10,"girl",0.753,2,4,"majority_language",0,0,7.7,7.7,8.4,7.8,7.6,5,1,0,9.3,2,2,60.7,5,2,3,4,3,3,3,5,2,5,5,3,5,5,5,1,2,2,2,,1,2,1,1,,,2,1,1,3,1,2,2,4,5,5,5,4,5,5,5,4,4,5,4,5,3,2,4,3,5,4,3,4,3,4,3,4,1,1,1,1,1,1,1,0,0,0,0,1,0.807,0.464,59.5,60,1,1,0,0,0,"A"
913,"S11","C044","North","technical",25,1.328,0.675,15.3,10,"girl",2.388,5,5,"majority_language",0,0,9,8.6,7.9,7.7,6.6,1,1,1,10.7,1.1,3,55.5,5,5,5,5,5,3,5,5,5,5,4,5,5,5,4,1,2,3,,2,3,1,1,1,,,,1,2,,,1,3,5,4,4,3,3,4,5,3,2,1,1,1,2,,,,3,5,4,5,3,4,3,3,3,1,1,1,1,1,0,1,1,1,0,1,0,0.924,1.794,62.3,53.6,1,1,1,0,0,"B"
914,"S11","C044","North","technical",25,1.328,0.675,15.4,10,"girl",-0.226,3,2,"majority_language",0,0,7.6,7.9,,8,8.3,1,2,,4.4,3.7,2,48.7,,5,5,5,4,3,4,4,3,1,,,,,,3,4,2,2,,4,3,1,3,4,3,3,,,,,,,4,4,4,4,,5,3,5,3,5,,,,,,2,2,2,3,4,4,3,5,4,4,0,1,1,1,0,1,0,1,1,0,0,1,,,,,1,0,1,0,1,"A"
915,"S11","C044","North","technical",25,1.328,0.675,15.8,10,"boy",0.02,4,2,"majority_language",0,0,7,8.1,7.8,8.3,5.6,0,4,2,4.6,2.1,4,52.7,5,3,4,3,3,4,4,5,4,4,4,2,2,5,3,2,2,2,2,1,4,2,2,1,2,1,2,1,4,2,3,3,2,3,4,3,4,4,3,1,3,2,3,2,2,4,2,2,,2,2,2,3,3,4,2,3,4,1,1,1,1,1,0,1,,0,1,0,0,0.721,-1.029,53.2,49.4,1,0,0,0,0,"A"
916,"S11","C044","North","technical",25,1.328,0.675,15.6,10,"boy",0.46,3,4,"majority_language",0,0,7.3,7.2,7.2,8.7,6.9,0,8,8,7.8,2.8,3,51.1,5,4,2,,3,4,2,3,2,1,5,5,4,5,3,3,2,1,2,,2,1,2,1,4,2,1,3,3,4,3,1,2,5,4,4,4,2,3,4,3,4,2,4,3,3,3,4,5,3,3,2,3,4,4,4,4,3,1,1,1,1,1,1,0,1,0,0,,1,0.826,0.074,62.7,51.7,1,0,0,0,0,"A"
917,"S11","C044","North","technical",25,1.328,0.675,15.5,10,"girl",0.669,3,3,"majority_language",0,0,7.8,8.3,8.3,8.3,7.2,0,3,0,9.6,2.4,2,46.3,3,4,2,3,5,4,2,5,3,3,5,5,4,5,5,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,5,4,5,5,4,4,5,4,4,5,2,4,5,5,,1,3,3,4,2,4,4,3,,3,1,1,0,1,1,1,1,1,1,1,1,1,0.747,0.866,59.2,60.1,1,0,1,0,0,"A"
918,"S11","C044","North","technical",25,1.328,0.675,16,10,"boy",0.058,2,3,"majority_language",0,0,7.5,7,6.2,7.6,7.4,5,0,3,4.3,1.5,1,47.2,3,1,3,,2,2,4,4,5,3,4,2,4,5,4,2,3,1,1,4,2,3,2,2,,,,1,1,2,1,3,1,5,5,5,4,4,5,5,3,4,3,4,5,5,,,2,2,1,3,1,4,5,3,5,4,1,1,1,1,0,1,1,0,1,0,1,0,0.837,0.704,56.6,42.9,1,1,1,0,0,"B"
919,"S11","C044","North","technical",25,1.328,0.675,15.5,10,"boy",0.277,3,2,"majority_language",0,0,5.9,7,5.9,6.1,8,7,5,0,6.8,2.8,2,38.2,4,4,4,4,5,,5,2,,,4,,,5,,4,,2,2,1,4,1,2,2,3,3,4,3,3,3,,,,4,4,5,4,5,5,4,5,3,4,5,4,5,5,3,5,4,3,4,4,5,4,4,4,4,1,1,0,0,0,0,1,0,0,1,,0,0.367,0.401,49.1,47.4,1,1,1,0,0,"C"
920,"S11","C044","North","technical",25,1.328,0.675,14.8,10,"girl",0.937,5,3,"majority_language",0,0,8.2,8.9,8.1,6.9,7.7,0,0,6,13.2,2.1,5,61.2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,4,,,,1,1,1,1,1,1,4,4,5,4,4,5,5,5,5,4,4,3,5,,,5,5,4,5,4,3,5,4,3,3,1,,0,1,,1,,1,1,0,0,1,0.858,1.697,57.9,66.2,1,1,1,0,0,"B"
921,"S12","C045","North","general",22,1.366,1.333,15.4,10,"boy",1.105,5,,"majority_language",0,0,7.5,7.5,7.1,7.6,7.2,1,6,12,5.8,3.2,4,53.1,4,3,2,4,4,3,3,4,,,3,4,3,4,3,4,1,1,1,4,1,5,4,3,3,3,3,4,4,3,,,,4,3,5,4,5,3,5,4,4,5,5,3,4,4,4,5,5,5,3,5,4,5,5,4,4,1,1,1,1,1,1,0,1,1,0,0,0,0.779,0.318,76.1,53.1,0,1,1,0,0,"C"
922,"S12","C045","North","general",22,1.366,1.333,14.8,10,"boy",-1.018,2,3,"majority_language",0,0,8.6,8.2,8.6,6.5,6.4,1,2,1,9.5,1.5,4,55.6,5,5,5,5,,5,5,5,,,5,4,5,4,3,1,1,2,1,2,1,1,1,2,1,1,1,1,,1,,,,5,5,5,5,4,5,4,4,5,5,5,,5,5,4,3,5,3,4,3,5,4,5,5,5,1,1,1,1,1,1,1,0,0,0,0,0,0.914,0.689,46.9,53.5,1,1,1,0,0,"C"
923,"S12","C045","North","general",22,1.366,1.333,16,10,"girl",0.177,5,4,"other_language",1,0,6.4,6.9,6.7,7,7.1,3,0,7,10.1,2.5,3,52.7,3,2,5,4,4,2,2,2,,,3,3,1,5,3,1,2,1,1,2,1,2,2,1,1,2,1,3,1,1,,,,5,5,5,5,5,4,4,5,5,4,1,4,3,3,3,4,3,5,5,5,4,5,2,3,5,1,0,0,0,1,1,0,0,0,0,0,0,0.766,-2.168,35.2,43.2,0,1,1,0,0,"C"
924,"S12","C045","North","general",22,1.366,1.333,15.7,10,"girl",-0.122,4,2,"majority_language",0,0,7.9,8.2,7.4,6.9,9.4,1,2,0,13.1,2.2,5,59.9,,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1,3,1,1,1,2,1,1,1,,,,1,1,1,1,1,1,5,4,4,4,5,4,4,4,3,5,4,5,5,,,5,4,5,,4,5,5,5,5,5,1,1,1,0,1,1,1,0,0,0,0,0,0.811,0.629,60.8,76.4,1,1,1,0,0,"B"
925,"S12","C045","North","general",22,1.366,1.333,15.5,10,"girl",1.368,4,5,"majority_language",0,0,8.2,7.5,8.4,6.8,8.5,3,0,2,11.3,2.2,5,52.9,4,5,5,5,5,5,5,5,,,5,5,5,5,5,3,1,3,1,1,2,3,4,2,2,1,1,1,2,2,,,,5,3,5,3,3,5,3,4,4,5,3,3,5,2,2,4,2,5,3,5,4,3,4,4,5,0,1,1,0,1,1,1,0,0,0,1,1,0.772,0.099,40.6,57.8,0,1,1,0,0,"C"
926,"S12","C045","North","general",22,1.366,1.333,15.4,10,"boy",-0.3,1,1,"majority_language",0,0,7.4,7.9,8,6.8,8.7,4,4,3,4.9,1.4,5,51.5,5,4,2,3,4,4,3,4,4,5,5,3,4,4,,3,1,3,2,2,3,3,1,3,2,,3,1,1,1,1,,3,5,5,5,5,4,5,5,5,5,5,4,4,3,5,4,4,4,3,5,3,5,5,4,5,4,1,1,1,1,1,1,1,1,0,0,1,1,0.897,0.067,53.8,74.3,0,1,1,0,0,"A"
927,"S12","C045","North","general",22,1.366,1.333,15.7,10,"girl",-0.795,2,4,"majority_language",0,0,6.2,6.6,5.6,7.8,6.5,1,1,3,2.7,2.8,1,47.4,2,1,2,2,3,3,3,4,,,3,4,4,4,3,2,3,4,3,3,3,2,2,2,3,2,,3,4,4,,,,4,5,5,5,4,3,4,5,4,4,2,3,3,1,3,4,3,2,5,1,5,4,5,5,5,1,0,,1,1,0,1,0,0,0,1,0,0.728,0.217,47.1,30.3,1,1,1,0,0,"C"
928,"S12","C045","North","general",22,1.366,1.333,15.4,10,"another_or_no_answer",0.748,5,5,"other_language",0,0,7.3,8.1,7.5,7.3,7.4,4,1,0,5.9,1.2,2,55.2,5,5,5,4,5,5,4,5,4,5,5,5,3,5,5,1,2,2,2,2,1,1,1,3,1,2,1,1,1,4,1,3,2,3,4,4,4,,3,5,4,4,5,5,5,5,5,5,4,2,3,5,2,2,2,2,3,3,1,1,1,1,1,0,1,0,1,1,1,0,0.881,0.396,63.4,50.9,1,0,0,0,0,"A"
929,"S12","C045","North","general",22,1.366,1.333,14.7,10,"girl",1.961,4,5,"majority_language",0,0,7.3,7.7,7.9,7.8,6.8,6,0,1,8.1,0.9,3,43.4,4,2,5,5,4,4,5,5,5,5,,3,5,5,4,1,1,1,4,2,1,2,3,1,,,,1,1,1,2,1,1,5,3,3,5,3,5,5,4,5,3,5,5,5,,,2,,1,,2,,3,5,5,4,1,1,1,1,,0,1,0,0,0,1,0,0.75,-0.954,41.8,59.6,1,1,1,0,0,"B"
930,"S12","C045","North","general",22,1.366,1.333,15.8,10,"boy",0.643,5,3,"majority_language",0,0,8.1,8.3,6.5,7.1,6.7,5,1,0,7.1,2.9,2,45.7,3,3,5,4,2,4,4,5,,,4,,4,5,3,3,4,,3,3,4,4,3,2,4,3,4,3,2,2,,,,5,3,4,4,3,5,4,,4,3,4,5,4,4,3,3,4,3,4,4,2,3,4,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0.957,2.277,65.1,64.3,1,1,1,0,0,"C"
931,"S12","C045","North","general",22,1.366,1.333,15.7,10,"girl",0.623,2,4,"majority_language",0,0,6.5,7,6.4,6.1,6.9,1,1,6,8.9,3.5,2,56.8,4,5,5,4,4,4,4,4,5,,4,2,4,4,2,3,1,4,3,3,4,2,3,1,1,2,2,2,3,3,1,3,1,3,4,5,3,2,4,5,3,5,3,5,5,3,5,4,5,5,4,4,4,5,4,4,4,4,1,1,0,0,1,1,1,0,0,0,0,1,0.708,0.611,61.3,41.8,0,1,0,0,0,"A"
932,"S12","C045","North","general",22,1.366,1.333,15.7,10,"girl",0.062,4,4,"majority_language",0,0,7.5,6.9,6.9,8.6,7.1,3,3,4,8.4,1.7,2,55.2,4,4,4,2,5,3,4,5,4,5,4,4,4,4,4,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,5,4,4,5,4,4,4,4,5,4,3,2,4,4,2,4,5,4,4,4,2,4,4,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0.61,-0.118,51.4,59.2,0,0,0,0,0,"A"
933,"S12","C045","North","general",22,1.366,1.333,16,10,"boy",-1.62,3,1,"majority_language",0,0,6.8,7.2,,6.2,5.8,16,5,,2.7,4.1,1,34.3,4,4,4,3,5,4,2,5,3,4,,,,,,2,4,3,3,2,4,3,2,3,3,4,4,,,,,,,4,3,5,3,4,4,4,4,3,5,,,,,,4,2,2,,4,3,4,3,5,3,1,1,0,0,0,0,0,0,0,,0,0,0.784,-0.505,33.7,41.6,1,0,1,0,1,"A"
934,"S12","C045","North","general",22,1.366,1.333,14.9,10,"boy",0.258,5,4,"majority_language",0,0,7.2,,,7.5,6.6,3,,,3.5,2.8,2,49.5,4,3,3,4,3,,,,,,,,,,,,3,2,3,1,3,,,,,,,,,,,,,3,4,4,4,2,,,,,,,,,,,5,3,3,4,4,5,5,4,3,4,,1,0,0,0,1,0,0,0,0,0,0,0.864,0.581,54.9,49.7,1,1,1,1,1,"A"
935,"S12","C045","North","general",22,1.366,1.333,15.9,10,"boy",1.737,5,5,"majority_language",0,0,7.4,7.6,8.2,8.7,7,0,4,2,6.3,3.1,5,54,5,3,5,4,3,3,3,2,,,1,3,2,2,5,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,,,,5,,4,5,3,3,3,2,4,5,4,3,2,1,4,5,5,4,5,4,4,5,4,2,4,1,,1,1,0,0,1,1,1,1,0,0,0.754,-1.068,44.9,60.5,1,1,1,0,0,"C"
936,"S12","C045","North","general",22,1.366,1.333,15.4,10,"boy",0.053,5,1,"majority_language",0,0,8,7.7,8.3,9.4,8.7,2,3,1,6.2,1.8,5,58.6,5,5,5,5,5,4,4,5,4,5,4,4,5,3,5,1,1,1,,1,1,1,1,2,,,,,1,1,1,3,1,3,3,4,5,4,4,3,5,4,5,4,5,4,,,5,5,5,3,5,4,3,4,5,5,1,1,1,1,1,1,1,1,0,1,1,1,0.856,1.303,60.9,52.7,1,1,1,0,0,"B"
937,"S12","C045","North","general",22,1.366,1.333,16,10,"girl",0.114,4,1,"majority_language",0,0,5.8,,,7.3,6.9,0,,,7.8,5.8,3,43.5,3,3,2,4,4,,,,,,,,,,,2,1,3,3,4,1,,,,,,,,,,,,,3,4,4,5,4,,,,,,,,,,,5,5,4,3,2,3,4,4,4,,1,1,1,1,0,1,0,1,0,0,0,0,0.705,0.662,49.5,50.1,1,1,1,1,1,"A"
938,"S12","C045","North","general",22,1.366,1.333,15.7,10,"girl",0.141,4,2,"other_language",0,0,7.6,7.8,7.9,7.4,6.9,3,3,0,5.6,1.9,2,61.3,5,5,5,5,5,2,3,4,4,4,3,4,5,4,5,2,1,1,1,1,1,1,2,4,2,3,2,2,2,1,2,3,2,5,5,5,5,5,4,5,5,5,4,4,5,4,5,4,3,3,2,4,3,5,5,5,5,4,1,0,1,1,1,0,0,1,0,0,0,1,0.762,0.985,46.7,63.9,0,0,0,0,0,"A"
939,"S12","C045","North","general",22,1.366,1.333,15.8,10,"girl",0.279,4,5,"majority_language",0,0,7.4,7.4,7.9,7.3,7.3,1,0,1,4.6,2.6,4,45.9,5,5,4,5,4,5,,3,5,4,5,4,4,4,3,2,,1,2,1,2,,2,1,2,1,,2,1,1,1,1,1,5,5,5,3,,2,5,4,4,5,4,5,5,3,5,3,2,4,5,5,4,4,4,4,5,1,1,1,1,1,1,,0,1,,0,,0.816,0.776,64.6,57.5,1,1,0,0,0,"A"
940,"S12","C045","North","general",22,1.366,1.333,15.9,10,"boy",1.238,5,4,"majority_language",0,0,6.9,6.2,6.2,6.8,6.2,3,1,4,6,2.2,5,55.5,5,2,3,5,5,4,4,3,4,2,4,3,4,3,2,1,1,1,2,2,2,1,2,1,3,2,1,1,1,1,3,2,2,3,4,5,5,5,5,5,4,5,2,3,5,3,3,3,5,4,3,4,4,4,3,3,5,3,0,0,1,0,1,0,1,0,,0,0,0,0.35,-0.773,36.5,24.1,1,0,0,0,0,"A"
941,"S12","C045","North","general",22,1.366,1.333,15.1,10,"girl",0.28,3,3,"majority_language",0,0,7.7,8.8,8.4,7.2,8,3,2,0,5.6,1.6,4,54.9,4,4,3,5,4,4,5,4,,,4,5,5,5,5,1,1,1,2,1,1,1,2,3,3,1,1,1,1,3,,,,4,5,5,4,4,5,5,5,5,5,5,3,4,5,5,3,3,3,5,5,4,5,5,4,5,1,1,1,1,1,1,0,0,1,1,1,1,0.835,1.47,70.9,64.2,0,1,1,0,0,"C"
942,"S12","C045","North","general",22,1.366,1.333,15.6,10,"boy",0.498,3,5,"majority_language",0,0,7.5,6.9,7.7,6.5,7.4,1,10,3,6.7,0.9,1,48.6,4,2,4,4,5,4,3,4,3,4,5,5,5,,5,1,1,2,2,3,1,2,2,2,2,2,2,3,2,3,2,3,3,5,3,4,4,4,4,4,4,,4,5,5,4,2,5,5,4,5,5,4,5,4,3,2,5,1,0,0,1,1,1,0,1,1,0,1,1,,,,,1,1,1,0,0,"A"
943,"S12","C046","North","general",18,1.366,0.157,17.6,12,"boy",-0.995,1,1,"majority_language",0,0,7,6.5,6.4,6.2,6.3,7,3,22,3,2.4,1,43.6,1,2,3,3,3,4,3,4,4,2,,5,3,,,4,4,4,1,3,3,4,4,3,,,,3,5,4,,3,3,5,3,,4,,3,1,5,3,4,2,2,3,,,3,4,2,4,,5,3,4,4,5,1,1,0,1,0,0,1,0,,0,0,0,,,,,1,1,1,0,0,"B"
944,"S12","C046","North","general",18,1.366,0.157,17.1,12,"girl",-0.302,1,1,"majority_language",0,0,6.9,,,6.2,5.9,8,,,5.5,4.2,1,46.1,3,,3,2,4,,,,,,,,,,,1,2,3,2,2,1,,,,,,,,,,,,,3,3,3,2,3,,,,,,,,,,,2,3,4,4,4,2,3,1,,3,1,1,0,1,1,1,0,1,0,0,1,0,0.615,-0.972,53.5,44.7,1,1,1,1,1,"B"
945,"S12","C046","North","general",18,1.366,0.157,17.6,12,"girl",0.715,3,5,"majority_language",0,0,7.4,8.6,8,8.7,8.2,1,9,2,7.1,2.1,5,66.3,5,3,4,5,5,5,5,3,5,5,5,3,4,5,4,1,1,2,1,2,1,1,2,1,1,3,2,1,1,2,2,3,2,4,4,3,3,4,5,3,3,4,4,4,2,4,5,4,5,4,4,5,4,4,3,4,3,4,1,1,1,1,1,0,0,1,0,0,0,0,0.818,0.382,41.8,45.9,0,0,0,0,0,"A"
946,"S12","C046","North","general",18,1.366,0.157,17.1,12,"boy",-0.207,4,2,"majority_language",0,0,6,6.7,7.9,6.9,6.9,3,3,0,6.9,2.6,2,50.1,2,2,3,4,4,4,3,3,5,3,4,5,4,4,3,1,3,1,4,3,1,1,3,,3,1,3,2,2,1,2,3,4,4,3,4,4,2,5,5,3,4,4,4,3,3,4,4,4,4,4,2,5,3,4,5,5,5,1,1,0,1,0,1,1,1,0,0,1,0,0.575,0.053,45.5,51.5,0,1,0,0,0,"A"
947,"S12","C046","North","general",18,1.366,0.157,17.9,12,"girl",-0.371,5,2,"majority_language",0,0,7.5,7.4,7.7,7.9,6.8,2,3,2,8,2.3,2,47.6,3,,3,3,,2,2,4,,,3,1,2,3,2,1,2,2,2,3,2,1,1,3,1,2,1,2,1,1,,,,4,4,4,4,5,4,5,5,5,2,4,5,4,4,5,5,3,4,5,5,5,5,5,,4,1,1,1,1,1,1,1,0,0,0,1,0,0.901,0.783,46,59.8,1,1,1,0,0,"C"
948,"S12","C046","North","general",18,1.366,0.157,17.3,12,"girl",-1.473,1,1,"majority_language",1,0,6.1,6.1,5.8,5.4,7.6,22,10,8,5.1,1.9,1,38.5,2,3,4,,3,4,3,4,,4,5,5,4,3,2,4,3,1,,2,3,1,1,1,,,,3,2,1,,1,3,3,3,3,4,5,4,4,5,4,,4,4,5,,,2,,4,4,,5,,5,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0.826,-1.994,36.1,38.7,1,1,1,0,0,"B"
949,"S12","C046","North","general",18,1.366,0.157,17.5,12,"girl",0.072,4,4,"majority_language",0,0,7.1,7.1,8.3,6.4,7.5,5,4,0,3.6,2.7,3,58.5,3,4,5,5,4,5,5,5,5,4,5,4,5,4,5,4,3,2,2,3,1,3,1,3,3,3,3,,3,2,,3,3,3,4,5,3,4,,5,4,3,3,5,4,,5,4,4,5,5,3,2,4,5,4,5,4,1,1,1,1,1,,1,1,1,1,0,0,0.844,1.502,55.1,61.1,1,1,1,0,0,"A"
950,"S12","C046","North","general",18,1.366,0.157,17.4,12,"boy",-0.666,2,3,"majority_language",0,0,7,,,6.2,6.9,1,,,3.9,4.3,1,50.1,5,,4,5,4,,,,,,,,,,,,3,3,1,4,2,,,,,,,,,,,,,2,5,5,5,4,,,,,,,,,,,4,4,2,4,2,5,4,5,,4,1,1,1,1,1,0,1,0,0,0,0,0,0.772,0.087,43.2,34.2,1,1,1,1,1,"C"
951,"S12","C046","North","general",18,1.366,0.157,17.8,12,"boy",0.888,3,5,"majority_language",0,0,7.5,,,7.4,7.4,0,,,7.2,1.5,5,61.2,5,5,4,5,4,,,,,,,,,,,2,1,3,3,1,1,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,,,,4,3,5,3,4,3,5,4,4,4,1,1,1,1,1,1,1,1,0,1,0,0,0.892,1.061,56.8,52,0,1,1,1,1,"A"
